SXCUS,SXCLC,SXPRIM,SVSEQ,SVCSA,SVNA1,SVNA2,SVNA3,SVNA4,SVNA5,SVPZIP,SVLNM,SVPHN,SVFAX,SVTLX,SVC08,SVSWB,SVCNAS,SVSWL,SVSWBR,SVXM,SVPCB,SVNSR,SVSPC,SVSPS,SVPMR,SVRMR,SVSMR,SVFXC,SVFXM,SVMMC,SVMMM,SVMMI,SVCDR,SVCCR,SVYTRI,SVYRET,SVYPLA,SVYOPI,SVYDRC,SVYNET,SVYRI1,SVYRI2,SVYRI3,SVYRI4,SVBTM,SVCTM,SVNRM
11239,,O,,"Dear Customer,",19 Littel Park Suite 061, Cagwait 4272 Surigao del Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11257,,O,,Dear Mr/Mrs.,60A Bechtelar Hill, Poblacion, Gapan 4147 Zambales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11224,,O,,Dear Mr/Mrs.,98/48 Kuvalis Springs Apt. 175, Kabuntalan 2715 Bohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11208,,O,,Dear Mr/Mrs.,23A/35 Sporer Corner Suite 857, Cabatuan 2218 Bukidnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11225,,O,,"Dear Customer,",72/54 Toy Hills Suite 715, Poblacion, Santiago 3253 Zamboanga del Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11207,,O,,"Dear Customer,",21 Prohaska Meadows Suite 260, Talipao 3335 Bukidnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11155,,O,,Dear Mr/Mrs.,61 Walter Square Suite 360, Jimalalud 1760 Agusan del Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369,,O,,Dear,00A Kiehn Ways Suite 198, San Isidro 6436 Metro Manila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11263,,O,,Dear Mr/Mrs.,26 Waelchi Glens, Bonifacio 3943 Metro Manila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11175,,O,,Dear,31/06 Cormier Mountain, Sadanga 1411 Quezon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407,,O,,Dear,37 Bode Ramp, Poblacion, Malaybalay 4626 Zamboanga del Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11231,,O,,Dear Mr/Mrs.,02 Lowe Mills Suite 483, Poblacion, Batangas City 5174 Maguindanao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11201,,O,,Dear,15 King Via Apt. 983, Pantukan 2229 Bohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11218,,O,,"Dear Customer,",29A/67 Rempel Ranch, San Jose 7216 Marinduque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11328,,O,,Dear Mr/Mrs.,20A/59 Kuhn Cliffs Suite 972, Poblacion, Cagayan de Oro 1566 Zamboanga Sibugay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11217,,O,,"Dear Customer,",60 Kozey Turnpike Suite 437, Monkayo 7262 Bataan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11182,,O,,"Dear Customer,",58A/82 Howe Row, Dauis 8419 Albay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11308,,O,,Dear Mr/Mrs.,64A/49 Koch Spurs Suite 516, Payao 7528 Dinagat Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11354,,O,,"Dear Customer,",02/82 Luettgen Valley, T'boli 4668 Quezon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,,O,,"Dear Customer,",45A/06 Zulauf Springs, Poblacion, Trece Martires 0843 Guimaras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11244,,O,,Dear,93A/45 Emard Skyway Suite 483, Poblacion, Cadiz 0662 Quezon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11250,,O,,"Dear Customer,",17A Schumm Stravenue Suite 882, Virac 0543 Quezon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11213,,O,,"Dear Customer,",47A Emmerich Manors Apt. 629, Poblacion, Palayan 4338 Benguet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11115,,O,,Dear Mr/Mrs.,64A/50 Kovacek Islands Apt. 407, Siasi 4954 Ilocos Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11292,,O,,"Dear Customer,",40A/00 Baumbach Common Suite 157, Poblacion, Iloilo City 6188 Siquijor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11188,,O,,"Dear Customer,",35A Runolfsdottir Junction Suite 445, Poblacion, Naga 0945 Palawan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11390,,O,,Dear,71A Stanton Inlet, Santa Ana 3071 Ilocos Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11174,,O,,Dear Mr/Mrs.,42A/02 Welch Mews, Tublay 9733 Romblon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11237,,O,,"Dear Customer,",52A West Village Apt. 191, Poblacion, Koronadal 3704 Catanduanes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11144,,O,,"Dear Customer,",59/30 Harvey Loop Apt. 118, Poblacion, Dapitan 8732 Pangasinan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11236,,O,,Dear,19/51 Hirthe Courts, Rosario 7167 Southern Leyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11262,,O,,"Dear Customer,",00/60 Rutherford Ford, Poblacion, Manila 1983 Guimaras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11386,,O,,Dear,33A Blanda Light Apt. 670, Sultan Mastura 1787 Tawi-Tawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11304,,O,,Dear Mr/Mrs.,60 Hoppe Road Suite 947, Paluan 2129 Palawan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11307,,O,,Dear,01A/72 Schmidt Fort Apt. 509, Poblacion, Imus 5837 Southern Leyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11283,,O,,"Dear Customer,",20/23 Reilly Via Suite 186, Basud 8312 Lanao del Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11134,,O,,Dear Mr/Mrs.,22/54 Schoen Inlet Apt. 077, Tanay 9596 Compostela Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11359,,O,,Dear,19A/63 Batz Junction, Tukuran 5420 Capiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11118,,O,,Dear,38/40 Corkery Forges, Magsaysay 6644 Surigao del Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11336,,O,,Dear Mr/Mrs.,67 Morar Freeway, Poblacion, Borongan 6114 Zamboanga del Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11404,,O,,"Dear Customer,",64A/16 Rowe Island, Cabadbaran City 0570 Zambales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11139,,O,,Dear,52/02 Hilpert Spur Suite 118, Pulupandan 6533 Marinduque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11282,,O,,Dear Mr/Mrs.,85 Bradtke Groves Apt. 793, Pontevedra 0219 Romblon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11271,,O,,Dear Mr/Mrs.,75 Heller Run Apt. 818, Poblacion, Cauayan 4831 Isabela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11181,,O,,Dear Mr/Mrs.,04A/23 Schinner Stravenue, Poblacion, Cadiz 6184 Sulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396,,O,,"Dear Customer,",71A/93 Kunde Mountains, Poblacion, Trece Martires 2803 Aurora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11326,,O,,Dear Mr/Mrs.,04A Hartmann Via, Poblacion, Mabalacat 0832 Batanes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11366,,O,,Dear Mr/Mrs.,63/40 DuBuque Keys, Poblacion, Laoag 1320 Maguindanao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11362,,O,,Dear Mr/Mrs.,30/65 Feest Loaf Suite 582, Magsingal 1451 Camarines Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11269,,O,,"Dear Customer,",62A/53 Koelpin Glen, Madrid 7831 Cavite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11334,,O,,Dear Mr/Mrs.,62A Bogisich Flat, Cabatuan 8698 Eastern Samar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11159,,O,,"Dear Customer,",18 Hane Parks, Poblacion, San Jose del Monte 6573 Lanao del Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11209,,O,,Dear Mr/Mrs.,93/55 Tillman Ports, Vallehermoso 8737 Pangasinan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11345,,O,,Dear Mr/Mrs.,73 Shields Course, Tinoc 0042 Marinduque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11223,,O,,Dear,57A/23 Berge Estates Suite 599, Poblacion, Escalante 8438 Oriental Mindoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11384,,O,,Dear,11/60 Parisian Spur, Poblacion, Catbalogan 6290 Benguet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352,,O,,Dear,14/26 Mertz Coves Suite 887, Poblacion, Maasin 9576 South Cotabato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11143,,O,,"Dear Customer,",53A/70 Robel Fields, Poblacion, Lapu-Lapu 7288 Iloilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11258,,O,,Dear,87/32 Harvey Harbor Apt. 647, Poblacion, Malabon 4664 Oriental Mindoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11126,,O,,Dear,56A/59 Hammes Rue Apt. 595, Poblacion, Cebu City 9567 Bataan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11372,,O,,Dear,67 Moore Flats Suite 255, Bato 0473 Antique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11165,,O,,Dear,61A Purdy Ports Apt. 803, Romblon 3327 Cotabato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11327,,O,,"Dear Customer,",81A Hudson Burgs Apt. 823, Llanera 9231 Agusan del Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11185,,O,,Dear Mr/Mrs.,74A/49 Wolff Knoll, Poblacion, Legazpi 2926 La Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11330,,O,,"Dear Customer,",38/20 Kessler Alley Apt. 411, Gainza 1343 Camarines Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11298,,O,,"Dear Customer,",53A Gulgowski Inlet Suite 864, Sebaste 4098 Bulacan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11288,,O,,Dear Mr/Mrs.,97A/91 Reynolds Corners, Biñan City 1577 Abra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11193,,O,,Dear Mr/Mrs.,52 Gutkowski Mall Apt. 710, Poblacion, Tagum 3313 Bulacan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11346,,O,,Dear,41/90 Heaney Courts Suite 982, Poblacion, Quezon City 8478 Southern Leyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11189,,O,,Dear,18A Botsford Shores Suite 744, Buenavista 3172 Benguet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408,,O,,Dear Mr/Mrs.,28A/33 O'Kon Row Suite 971, Cabangan 6118 Surigao del Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11219,,O,,Dear Mr/Mrs.,41/36 Mosciski Wells, Poblacion, Iligan 3563 Quirino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11377,,O,,"Dear Customer,",09A Rippin Rest Apt. 135, Dumalneg 0336 Laguna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370,,O,,Dear,87A/11 Lueilwitz Knolls Apt. 990, Poblacion, El Salvador 6551 Maguindanao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11113,,O,,Dear,73 Bednar Squares Apt. 725, Poblacion, Marawi 6660 Romblon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11190,,O,,"Dear Customer,",80A Thiel Street, Diadi 9373 Cagayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11122,,O,,"Dear Customer,",40A/05 Wuckert Light, Pagbilao 9188 Isabela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11121,,O,,Dear Mr/Mrs.,99 Vandervort Fork, Masantol 1053 Misamis Occidental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11375,,O,,Dear,99A Schamberger Crossing Suite 412, Mabitac 7165 Misamis Occidental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11202,,O,,Dear Mr/Mrs.,22A Marvin Terrace, Minglanilla 6976 Eastern Samar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368,,O,,Dear Mr/Mrs.,04A/18 Parisian Route, Poblacion, Oroquieta 1816 Compostela Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11405,,O,,Dear Mr/Mrs.,48A/78 Kihn Fords Apt. 828, Poblacion, Tayabas 8376 Capiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11241,,O,,Dear Mr/Mrs.,81 Glover Grove, Magsaysay 3447 Mountain Province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11124,,O,,Dear Mr/Mrs.,32/84 Spinka River, Lianga 0004 Zambales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11141,,O,,"Dear Customer,",32A/91 Murphy Locks Apt. 633, Pandan 4772 Dinagat Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11410,,O,,"Dear Customer,",78 Ward Port, Santa Teresita 2383 Camarines Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11335,,O,,Dear,17/47 Walter Corners, Poblacion, Muñoz 8090 Laguna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11153,,O,,Dear,98/14 Howell Cove, Malilipot 9159 Camarines Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11235,,O,,Dear Mr/Mrs.,83/57 VonRueden Trace Apt. 588, Poblacion, Iriga 6186 Albay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406,,O,,"Dear Customer,",43A/97 Schaefer Prairie Suite 548, Poblacion, Tagbilaran 9076 Eastern Samar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11315,,O,,"Dear Customer,",57/09 Rolfson Mountain Apt. 315, Rizal 8917 Isabela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11287,,O,,Dear Mr/Mrs.,92/71 Kertzmann Rapid Suite 305, Poro 6306 Misamis Oriental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11180,,O,,Dear Mr/Mrs.,96 Franecki Vista Apt. 469, Poblacion, Tandag 4183 Negros Occidental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11233,,O,,Dear Mr/Mrs.,26/07 Bergstrom Passage, San Manuel 0014 Zamboanga del Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11275,,O,,Dear Mr/Mrs.,45/63 Koss Street Apt. 292, Poblacion, San Carlos 2460 Romblon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11339,,O,,Dear,86A/41 Grant Points Suite 419, Poblacion, San Carlos 5759 Palawan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11148,,O,,Dear Mr/Mrs.,05/85 Gerlach Canyon Suite 019, Baleno 9932 Apayao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11350,,O,,Dear,67 Hettinger Path, Jovellar 7819 Benguet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11325,,O,,Dear,43/68 Swaniawski Tunnel Apt. 497, Poblacion, Isabela 8020 Negros Occidental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11222,,O,,Dear,73 Bednar Squares Apt. 725, Poblacion, Marawi 6660 Romblon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11197,,O,,Dear,80A Thiel Street, Diadi 9373 Cagayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11186,,O,,"Dear Customer,",40A/05 Wuckert Light, Pagbilao 9188 Isabela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11264,,O,,Dear,99 Vandervort Fork, Masantol 1053 Misamis Occidental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11131,,O,,Dear,99A Schamberger Crossing Suite 412, Mabitac 7165 Misamis Occidental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11402,,O,,"Dear Customer,",22A Marvin Terrace, Minglanilla 6976 Eastern Samar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11285,,O,,"Dear Customer,",04A/18 Parisian Route, Poblacion, Oroquieta 1816 Compostela Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11318,,O,,Dear,48A/78 Kihn Fords Apt. 828, Poblacion, Tayabas 8376 Capiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11331,,O,,"Dear Customer,",81 Glover Grove, Magsaysay 3447 Mountain Province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11119,,O,,"Dear Customer,",32/84 Spinka River, Lianga 0004 Zambales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11400,,O,,Dear Mr/Mrs.,32A/91 Murphy Locks Apt. 633, Pandan 4772 Dinagat Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11356,,O,,"Dear Customer,",78 Ward Port, Santa Teresita 2383 Camarines Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391,,O,,"Dear Customer,",17/47 Walter Corners, Poblacion, Muñoz 8090 Laguna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11312,,O,,Dear Mr/Mrs.,98/14 Howell Cove, Malilipot 9159 Camarines Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11176,,O,,"Dear Customer,",83/57 VonRueden Trace Apt. 588, Poblacion, Iriga 6186 Albay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11244,,A,,Dear Mr/Mrs.,43A/97 Schaefer Prairie Suite 548, Poblacion, Tagbilaran 9076 Eastern Samar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11183,,A,,Dear,57/09 Rolfson Mountain Apt. 315, Rizal 8917 Isabela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11310,,A,,Dear,92/71 Kertzmann Rapid Suite 305, Poro 6306 Misamis Oriental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11207,,A,,"Dear Customer,",96 Franecki Vista Apt. 469, Poblacion, Tandag 4183 Negros Occidental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11219,,A,,"Dear Customer,",26/07 Bergstrom Passage, San Manuel 0014 Zamboanga del Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11269,,A,,"Dear Customer,",45/63 Koss Street Apt. 292, Poblacion, San Carlos 2460 Romblon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11237,,A,,Dear,86A/41 Grant Points Suite 419, Poblacion, San Carlos 5759 Palawan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11361,,A,,Dear Mr/Mrs.,05/85 Gerlach Canyon Suite 019, Baleno 9932 Apayao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11291,,A,,"Dear Customer,",67 Hettinger Path, Jovellar 7819 Benguet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11232,,A,,Dear Mr/Mrs.,43/68 Swaniawski Tunnel Apt. 497, Poblacion, Isabela 8020 Negros Occidental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11226,,A,,Dear,00A Schoen Corners Suite 935, Poblacion, Bacolod 1688 Rizal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11163,,A,,"Dear Customer,",95 Kihn Common Apt. 087, Poblacion, Tagaytay 1986 Sarangani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11281,,A,,Dear,18A Hilll Mountain Suite 498, Poblacion, Tandag 9385 Nueva Ecija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11182,,A,,"Dear Customer,",67A/05 Schroeder Via Apt. 639, Poblacion, Cabuyao 9115 Capiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11238,,A,,Dear Mr/Mrs.,75 Lebsack Views Suite 783, Poblacion, La Carlota 9025 Samar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11258,,A,,Dear,51A Murray Mountain, Poblacion, Batac 2236 Misamis Occidental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11364,,A,,"Dear Customer,",65 Reichel Rapid, Poblacion, Manila 0340 Metro Manila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11141,,A,,Dear,91/66 Weimann Fields Apt. 241, Poblacion, San Carlos 2229 Nueva Ecija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11212,,A,,"Dear Customer,",20 Kling Walk Suite 636, President Roxas 0151 Sarangani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11119,,A,,"Dear Customer,",75/04 Willms Ranch, Basco 7238 Oriental Mindoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11150,,A,,"Dear Customer,",08 Wyman Oval Suite 242, Poblacion, Marikina 9006 Abra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11333,,A,,"Dear Customer,",24A Roob Falls, Poblacion, Tangub 8203 Negros Oriental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11224,,A,,"Dear Customer,",34A Hills Crescent Suite 413, Batad 0093 Misamis Oriental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11253,,A,,Dear,97A/03 Reinger Rest, Poblacion, Himamaylan 4925 Compostela Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11118,,A,,"Dear Customer,",55A Carroll Square Suite 626, Lambunao 7696 Bulacan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11174,,A,,"Dear Customer,",37A Baumbach Junctions Apt. 302, Poblacion, Ilagan 2223 Ifugao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11139,,A,,Dear,99 Legros Viaduct, Sipocot 3219 Lanao del Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11268,,A,,Dear,88A Schulist Green Apt. 376, Tineg 5469 Sarangani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11321,,A,,Dear,11/31 Williamson Divide, Brooke's Point 1144 Aurora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11403,,A,,Dear Mr/Mrs.,18A Bergnaum Forest Apt. 541, Baao 9072 Sarangani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11358,,A,,Dear,97/62 Goldner Lake Apt. 006, Poblacion, San Carlos 1941 Guimaras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11390,,A,,Dear Mr/Mrs.,58/01 O'Reilly Drive Apt. 246, Poblacion, Quezon City 8987 Tawi-Tawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11136,,A,,Dear,43 Koch Pines, Poblacion, Roxas 9482 Surigao del Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11302,,A,,Dear,11A/70 Schmitt Lodge, Poblacion, Pagadian 0635 Capiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11192,,A,,"Dear Customer,",99A Toy Well Apt. 987, Pangantucan 3517 Batanes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11233,,A,,Dear Mr/Mrs.,03 Beier Course Apt. 601, Pozzorubio 2552 Zambales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11297,,A,,Dear,21/92 Brakus Place, Poblacion, Cabanatuan 8468 Tarlac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11378,,A,,Dear,03A/65 Cronin Locks Apt. 829, Bonifacio 4874 Capiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11295,,A,,"Dear Customer,",74A/53 Wunsch Estates Suite 651, Poblacion, San Pablo 5345 Pampanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
