GFCUS,GFCLC,GFCUN,GFCPNC,GFDAS,GFC1R,GFC2R,GFC3R,GFC4R,GFC5R,GFP1R,GFP2R,GFP3R,GFP4R,GFP5R,GFCTP,GFCUB,GFCUC,GFCUD,GFCUZ,GFSAC,GFACO,GFCRF,GFLNM,GFCA2,GFCNAP,GFCNAR,GFCNAL,GFCOD,GFDCC,GFDLM,GFITRT,GFBRNM,GFCRB1,GFCRB2,GFADJ,GFERCP,GFERCC,GFDRC,GFGRPS,GFCUNA,GFDASA,GFCUNM,GFCNAI,GFGRP,GFMTB,GFETX,GFYFON,GFDFRQ,GFFON,GFFOL,GFDEL,GFSTMP,GFCREF,GFOATP,GFOCCL,GFHDD,GFDDED,GFRDDH,GFYTRI,GFYRET,GFYPLA,GFYOPI,GFYNET,GFYRI1,GFYRI2,GFYRI3,GFYRI4,GFPCUS,GFPCLC,GFCS,GFCFRQ,GFFCYC,GFCSSA,GFPSTM,GFNSTM,GFSTN,GFOCID,GFCLSF,GFCLST,GFCLTV,GFCLTP,GFDRTY,GFMRTY,GFSEID,GFCST,GFAUNO
11273,IND,Roxy Zacarias,789152,Roxy,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11273,01,C3,IN,IN,IN,0900327,0,1190220,0.01,1001,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11274,IND,Carmina Koopman,789153,Carmina,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11274,01,C3,IN,IN,IN,0950506,0,1190312,0.05,1003,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11275,IND,Zofia York,789154,Zofia,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11275,01,C3,IN,IN,IN,0871217,0,1190118,0.08,1010,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11276,IND,Chau Narcisse,789155,Chau,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11276,01,C3,IN,IN,IN,0920107,0,1190228,0.02,1025,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11277,IND,Yoshie Mowers,789156,Yoshie,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11277,01,C3,IN,IN,IN,0870623,0,1190210,0.06,1015,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11278,IND,Janee Muszynski,789157,Janee,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11278,01,C3,IN,IN,IN,0860907,0,1190208,0.01,1020,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11279,IND,Zachariah Gilbreath,789158,Zachariah,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11279,01,C3,IN,IN,IN,0920901,0,1190110,0.03,1024,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11280,IND,Kendall Kemmerer,789159,Kendall,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11280,01,C3,IN,IN,IN,0851130,0,1190102,0.02,1012,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11281,IND,Kirby Collinson,789160,Kirby,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11281,01,C3,IN,IN,IN,0880219,0,1190112,0.05,1002,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11282,IND,Isidro Palmer,789161,Isidro,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11282,01,C3,IN,IN,IN,0900717,0,1190129,0.05,1019,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11283,IND,Jere Sagucio,789162,Jere,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11283,01,C3,IN,IN,IN,0971130,0,1190122,0.06,1002,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11284,IND,Jaimee Kesinger,789163,Jaimee,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11284,01,C3,IN,IN,IN,0991204,0,1190121,0.01,1023,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11285,IND,Merrie Louder,789164,Merrie,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11285,01,C3,IN,IN,IN,0870716,0,1190213,0.07,1023,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11286,IND,Georgiann Remus,789165,Georgiann,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11286,01,C3,IN,IN,IN,0880101,0,1190118,0.06,1022,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11287,IND,Johnny Friese,789166,Johnny,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11287,01,C3,IN,IN,IN,0880607,0,1190217,0.06,1018,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11288,IND,Sonya Acoff,789167,Sonya,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11288,01,C3,IN,IN,IN,0960209,0,1190219,0.01,1011,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11289,IND,Antonia Ozment,789168,Antonia,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11289,01,C3,IN,IN,IN,0991127,0,1190305,0.04,1019,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11290,IND,Mozelle Frisk,789169,Mozelle,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11290,01,C3,IN,IN,IN,0950708,0,1190130,0.06,1021,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11291,IND,Jessica Suzuki,789170,Jessica,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11291,01,C3,IN,IN,IN,0850308,0,1190204,0.07,1004,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11292,IND,Harriet Gohr,789171,Harriet,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11292,01,C3,IN,IN,IN,0900211,0,1190219,0.05,1010,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11293,IND,Cathryn Raftery,789172,Cathryn,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11293,01,C3,IN,IN,IN,0860524,0,1190127,0.06,1003,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11294,IND,Bradly Dubray,789173,Bradly,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11294,01,C3,IN,IN,IN,0980628,0,1190221,0.05,1022,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11295,IND,Refugio Paterson,789174,Refugio,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11295,01,C3,IN,IN,IN,0940216,0,1190111,0.05,1013,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11296,IND,Naomi Bouffard,789175,Naomi,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11296,01,C3,IN,IN,IN,0881010,0,1190118,0.01,1016,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11297,IND,Trudi Lindon,789176,Trudi,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11297,01,C3,IN,IN,IN,0960611,0,1190209,0.01,1004,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11298,IND,Anisa Sypher,789177,Anisa,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11298,01,C3,IN,IN,IN,0880921,0,1190103,0.02,1009,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11299,IND,Beatrice Birdwell,789178,Beatrice,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11299,01,C3,IN,IN,IN,0950306,0,1190110,0.04,1002,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11300,IND,Cyrus Lemelle,789179,Cyrus,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11300,01,C3,IN,IN,IN,0930830,0,1190220,0.06,1013,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11301,IND,Ethelyn Melville,789180,Ethelyn,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11301,01,C3,IN,IN,IN,0950124,0,1190301,0.01,1007,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11302,IND,Deidre Kovacs,789181,Deidre,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11302,01,C3,IN,IN,IN,0861128,0,1190111,0.04,1008,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11303,IND,Lory Wedgeworth,789182,Lory,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11303,01,C3,IN,IN,IN,0940128,0,1190315,0.02,1010,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11304,IND,Teddy Rocamora,789183,Teddy,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11304,01,C3,IN,IN,IN,0950817,0,1190103,0.07,1003,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11305,IND,Hermine Auerbach,789184,Hermine,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11305,01,C3,IN,IN,IN,0960129,0,1190217,0.01,1004,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11306,IND,Norbert Brownell,789185,Norbert,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11306,01,C3,IN,IN,IN,0881127,0,1190131,0.05,1025,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11307,IND,Keren Session,789186,Keren,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11307,01,C3,IN,IN,IN,0881220,0,1190103,0.08,1002,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11308,IND,Veronique Solares,789187,Veronique,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11308,01,C3,IN,IN,IN,0860716,0,1190303,0.05,1020,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11309,IND,Twyla Orear,789188,Twyla,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11309,01,C3,IN,IN,IN,0880819,0,1190106,0.05,1020,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11310,IND,Jacinda Obermiller,789189,Jacinda,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11310,01,C3,IN,IN,IN,0950204,0,1190120,0.06,1015,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11311,IND,Lashon Hargrove,789190,Lashon,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11311,01,C3,IN,IN,IN,0980721,0,1190311,0.06,1005,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11312,IND,Alonso Sequeira,789191,Alonso,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11312,01,C3,IN,IN,IN,0960206,0,1190108,0.06,1017,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11313,IND,Rosalyn Proulx,789192,Rosalyn,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11313,01,C3,IN,IN,IN,0900927,0,1190128,0.02,1009,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11314,IND,Emanuel Mac,789193,Emanuel,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11314,01,C3,IN,IN,IN,0991217,0,1190219,0.08,1021,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11315,IND,Naoma Warshaw,789194,Naoma,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11315,01,C3,IN,IN,IN,0961019,0,1190301,0.08,1006,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11316,IND,Ricarda Rudisill,789195,Ricarda,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11316,01,C3,IN,IN,IN,0870326,0,1190104,0.03,1008,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11317,IND,Roberta Sweeney,789196,Roberta,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11317,01,C3,IN,IN,IN,0920112,0,1190305,0.02,1003,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11318,IND,Annita Vanwagenen,789197,Annita,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11318,01,C3,IN,IN,IN,0930815,0,1190128,0.06,1016,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11319,IND,Dianna Mcclendon,789198,Dianna,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11319,01,C3,IN,IN,IN,0970317,0,1190131,0.02,1019,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11320,IND,Kasandra Schmelzer,789199,Kasandra,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11320,01,C3,IN,IN,IN,0961014,0,1190217,0.02,1004,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11321,IND,Marcus Christon,789200,Marcus,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11321,01,C3,IN,IN,IN,0951018,0,1190123,0.03,1019,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11322,IND,Elias Rochell,789201,Elias,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11322,01,C3,IN,IN,IN,0961222,0,1190128,0.08,1015,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11323,IND,Eugenio Mahaffey,789202,Eugenio,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11323,01,C3,IN,IN,IN,0850818,0,1190211,0.05,1017,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11324,IND,Rozanne Gaskamp,789203,Rozanne,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11324,01,C3,IN,IN,IN,0940718,0,1190217,0.03,1007,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11325,IND,Charlie Daquila,789204,Charlie,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11325,01,C3,IN,IN,IN,0950411,0,1190107,0.07,1009,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11326,IND,Jill Mcneece,789205,Jill,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11326,01,C3,IN,IN,IN,0880303,0,1190105,0.08,1013,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11327,IND,Jackson Sigmon,789206,Jackson,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11327,01,C3,IN,IN,IN,0880427,0,1190314,0.03,1004,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11328,IND,Kimberlee Sells,789207,Kimberlee,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11328,01,C3,IN,IN,IN,0940113,0,1190218,0.05,1012,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11329,IND,Joannie Vitela,789208,Joannie,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11329,01,C3,IN,IN,IN,0941027,0,1190122,0.03,1005,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11330,IND,Enriqueta Sheard,789209,Enriqueta,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11330,01,C3,IN,IN,IN,0890210,0,1190228,0.04,1013,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11331,IND,Nanci Riddell,789210,Nanci,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11331,01,C3,IN,IN,IN,0860330,0,1190228,0.07,1024,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11332,IND,Ashely Storey,789211,Ashely,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11332,01,C3,IN,IN,IN,0930410,0,1190115,0.08,1011,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11333,IND,Marcelino Mang,789212,Marcelino,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11333,01,C3,IN,IN,IN,0990204,0,1190312,0.02,1005,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11334,IND,Ofelia Colburn,789213,Ofelia,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11334,01,C3,IN,IN,IN,0950725,0,1190117,0.01,1007,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11335,IND,Tobi Loew,789214,Tobi,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11335,01,C3,IN,IN,IN,0980330,0,1190219,0.08,1005,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11336,IND,Leida Burg,789215,Leida,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11336,01,C3,IN,IN,IN,0870614,0,1190112,0.05,1018,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11337,IND,Daphine Blanding,789216,Daphine,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11337,01,C3,IN,IN,IN,0971122,0,1190122,0.04,1006,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,IND,Kim Summers,789217,Kim,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11338,01,C3,IN,IN,IN,0920228,0,1190107,0.01,1001,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11339,IND,Felton Balk,789218,Felton,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11339,01,C3,IN,IN,IN,0960725,0,1190307,0.06,1003,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11340,IND,Clorinda Scheel,789219,Clorinda,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11340,01,C3,IN,IN,IN,0880607,0,1190220,0.04,1017,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11341,IND,Freda Ferrell,789220,Freda,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11341,01,C3,IN,IN,IN,0900623,0,1190209,0.07,1024,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11342,IND,Dora Poudrier,789221,Dora,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11342,01,C3,IN,IN,IN,0960309,0,1190110,0.06,1003,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11343,IND,Tarah Winborne,789222,Tarah,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11343,01,C3,IN,IN,IN,0941127,0,1190129,0.07,1016,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11344,IND,Tommye Alexandria,789223,Tommye,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11344,01,C3,IN,IN,IN,0990208,0,1190117,0.03,1017,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11345,IND,Bridgett Koehn,789224,Bridgett,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11345,01,C3,IN,IN,IN,0880712,0,1190212,0.05,1023,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11346,IND,Lera Montagna,789225,Lera,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11346,01,C3,IN,IN,IN,0880502,0,1190102,0.04,1004,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11347,IND,Ricardo Hsieh,789226,Ricardo,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11347,01,C3,IN,IN,IN,0931030,0,1190304,0.05,1012,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11348,IND,Kira Muma,789227,Kira,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11348,01,C3,IN,IN,IN,0980913,0,1190116,0.01,1011,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11349,IND,Colby Vinzant,789228,Colby,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11349,01,C3,IN,IN,IN,0930507,0,1190120,0.08,1008,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11350,IND,Janis Thiede,789229,Janis,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11350,01,C3,IN,IN,IN,0960421,0,1190117,0.07,1003,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11351,IND,Joaquin Stiller,789230,Joaquin,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11351,01,C3,IN,IN,IN,0940904,0,1190129,0.01,1020,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352,IND,Lyndsey Beagle,789231,Lyndsey,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11352,01,C3,IN,IN,IN,0970814,0,1190208,0.06,1023,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11353,IND,Jacinda Sipp,789232,Jacinda,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11353,01,C3,IN,IN,IN,0870912,0,1190120,0.05,1007,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11354,IND,Rudolph Mccourt,789233,Rudolph,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11354,01,C3,IN,IN,IN,0910929,0,1190208,0.08,1024,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11355,IND,Chuck Westfall,789234,Chuck,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11355,01,C3,IN,IN,IN,0880907,0,1190110,0.05,1011,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
